date,confirmed,deaths,recovered,active,new_confirmed,new_deaths,new_recovered
2020-04-05,1.0,0.0,0.0,1.0,,,
2020-04-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-04-07,2.0,0.0,0.0,2.0,1.0,0.0,0.0
2020-04-08,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-04-09,3.0,0.0,0.0,3.0,1.0,0.0,0.0
2020-04-10,4.0,0.0,0.0,4.0,1.0,0.0,0.0
2020-04-11,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-12,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-13,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-14,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-15,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-16,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-17,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-18,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-19,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-20,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-21,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-22,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-04-23,5.0,0.0,0.0,5.0,1.0,0.0,0.0
2020-04-24,5.0,0.0,0.0,5.0,0.0,0.0,0.0
2020-04-25,5.0,0.0,0.0,5.0,0.0,0.0,0.0
2020-04-26,6.0,0.0,0.0,6.0,1.0,0.0,0.0
2020-04-27,6.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-04-28,34.0,0.0,0.0,34.0,28.0,0.0,0.0
2020-04-29,34.0,0.0,0.0,34.0,0.0,0.0,0.0
2020-04-30,35.0,0.0,0.0,35.0,1.0,0.0,0.0
2020-05-01,45.0,0.0,0.0,45.0,10.0,0.0,0.0
2020-05-02,45.0,0.0,0.0,45.0,0.0,0.0,0.0
2020-05-03,46.0,0.0,0.0,46.0,1.0,0.0,0.0
2020-05-04,46.0,0.0,0.0,46.0,0.0,0.0,0.0
2020-05-05,52.0,0.0,0.0,52.0,6.0,0.0,0.0
2020-05-06,58.0,0.0,0.0,58.0,6.0,0.0,0.0
2020-05-07,74.0,0.0,0.0,74.0,16.0,0.0,0.0
2020-05-08,120.0,0.0,2.0,118.0,46.0,0.0,2.0
2020-05-09,120.0,0.0,2.0,118.0,0.0,0.0,0.0
2020-05-10,120.0,0.0,2.0,118.0,0.0,0.0,0.0
2020-05-11,156.0,0.0,2.0,154.0,36.0,0.0,0.0
2020-05-12,194.0,0.0,2.0,192.0,38.0,0.0,0.0
2020-05-13,203.0,0.0,2.0,201.0,9.0,0.0,0.0
2020-05-14,203.0,0.0,3.0,200.0,0.0,0.0,1.0
2020-05-15,236.0,4.0,4.0,228.0,33.0,4.0,1.0
2020-05-16,236.0,4.0,4.0,228.0,0.0,0.0,0.0
2020-05-17,290.0,4.0,4.0,282.0,54.0,0.0,0.0
2020-05-18,290.0,4.0,4.0,282.0,0.0,0.0,0.0
2020-05-19,290.0,4.0,4.0,282.0,0.0,0.0,0.0
2020-05-20,290.0,4.0,4.0,282.0,0.0,0.0,0.0
2020-05-21,481.0,4.0,4.0,473.0,191.0,0.0,0.0
2020-05-22,563.0,6.0,6.0,551.0,82.0,2.0,2.0
2020-05-23,655.0,8.0,6.0,641.0,92.0,2.0,0.0
2020-05-24,655.0,8.0,6.0,641.0,0.0,0.0,0.0
2020-05-25,806.0,8.0,6.0,792.0,151.0,0.0,0.0
2020-05-26,806.0,8.0,6.0,792.0,0.0,0.0,0.0
2020-05-27,994.0,10.0,6.0,978.0,188.0,2.0,0.0
2020-05-28,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-05-29,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-05-30,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-05-31,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-01,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-02,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-03,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-04,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-05,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-06,994.0,10.0,6.0,978.0,0.0,0.0,0.0
2020-06-07,1317.0,14.0,6.0,1297.0,323.0,4.0,0.0
2020-06-08,1604.0,19.0,15.0,1570.0,287.0,5.0,9.0
2020-06-09,1604.0,19.0,15.0,1570.0,0.0,0.0,0.0
